Simbolo	Ocurrencias	Frecuencia
mby	72	1.59646e-07
mbz	1	2.2173e-09
mca	494	1.09535e-06
mcb	89	1.9734e-07
mcc	1461	3.23948e-06
mcd	682	1.5122e-06
mce	355	7.87142e-07
mcf	58	1.28603e-07
mcg	597	1.32373e-06
mch	145	3.21509e-07
mci	422	9.35701e-07
mcj	5	1.10865e-08
mck	318	7.05101e-07
mcl	684	1.51663e-06
mcm	148	3.2816e-07
mcn	242	5.36587e-07
mco	124	2.74945e-07
mcp	92	2.03992e-07
mcq	78	1.72949e-07
mcr	171	3.79158e-07
mcs	51	1.13082e-07
mct	58	1.28603e-07
mcu	30	6.6519e-08
mcv	147	3.25943e-07
mcw	11	2.43903e-08
mcy	6	1.33038e-08
mcz	3	6.6519e-09
mda	246	5.45456e-07
mdb	66	1.46342e-07
mdc	56	1.24169e-07
mdd	50	1.10865e-07
mde	252	5.5876e-07
mdf	33	7.31709e-08
mdg	8	1.77384e-08
mdh	23	5.09979e-08
mdi	55	1.21952e-07
mdj	16	3.54768e-08
mdk	2	4.4346e-09
mdl	6	1.33038e-08
mdm	35	7.76055e-08
mdn	18	3.99114e-08
mdo	13	2.88249e-08
mdp	137	3.0377e-07
mdr	18	3.99114e-08
mds	26	5.76498e-08
mdt	82	1.81819e-07
mdu	28	6.20844e-08
mdv	1	2.2173e-09
mdw	2	4.4346e-09
mdx	3	6.6519e-09
mdy	3	6.6519e-09
mdz	3	6.6519e-09
mea	7531	1.66985e-05
meb	480	1.0643e-06
mec	33511	7.43039e-05
med	444936	0.000986557
mee	811	1.79823e-06
mef	608	1.34812e-06
meg	3452	7.65412e-06
meh	319	7.07319e-07
mei	3313	7.34592e-06
mej	143297	0.000317732
mek	226	5.0111e-07
mel	41604	9.22486e-05
mem	37489	8.31244e-05
men	1902852	0.00421919
meñ	4953	1.09823e-05
meo	5302	1.17561e-05
mep	259	5.74281e-07
meq	252	5.5876e-07
mer	631974	0.00140128
mes	162322	0.000359917
met	220519	0.000488957
meu	596	1.32151e-06
mev	268	5.94236e-07
mew	123	2.72728e-07
mex	55279	0.00012257
mey	1401	3.10644e-06
mez	35321	7.83173e-05
mfa	88	1.95122e-07
mfc	4	8.8692e-09
mfd	1	2.2173e-09
mfe	522	1.15743e-06
mff	6	1.33038e-08
mfh	2	4.4346e-09
mfi	286	6.34148e-07
mfk	2	4.4346e-09
mfl	4	8.8692e-09
mfn	1	2.2173e-09
mfo	266	5.89802e-07
mfp	4	8.8692e-09
mfq	2	4.4346e-09
mfr	9	1.99557e-08
mfs	8	1.77384e-08
mft	4	8.8692e-09
mfu	8	1.77384e-08
mfv	13	2.88249e-08
mfy	18	3.99114e-08
mga	113	2.50555e-07
mgb	12	2.66076e-08
mgd	7	1.55211e-08
mge	20	4.4346e-08
mgf	5	1.10865e-08
mgh	15	3.32595e-08
mgi	7	1.55211e-08
mgl	4	8.8692e-09
mgm	87	1.92905e-07
mgn	6	1.33038e-08
mgo	11	2.43903e-08
mgp	4	8.8692e-09
mgr	110	2.43903e-07
mgs	33	7.31709e-08
mgu	8	1.77384e-08
mgv	1	2.2173e-09
mgw	3	6.6519e-09
mgy	5	1.10865e-08
mgz	1	2.2173e-09
mha	149	3.30378e-07
mhc	74	1.6408e-07
mhe	117	2.59424e-07
mhf	32	7.09536e-08
mhg	39	8.64747e-08
mhh	5	1.10865e-08
mhi	52	1.153e-07
mhl	1	2.2173e-09
mhm	8	1.77384e-08
mhn	13	2.88249e-08
mho	174	3.8581e-07
mhp	14	3.10422e-08
mhr	2	4.4346e-09
mhs	2	4.4346e-09
mht	1	2.2173e-09
mhu	20	4.4346e-08
mhz	373	8.27053e-07
mia	96082	0.000213043
mib	3665	8.1264e-06
mic	190191	0.000421711
mid	77823	0.000172557
mie	648872	0.00143874
mif	5105	1.13193e-05
mig	113225	0.000251054
mih	409	9.06876e-07
mii	202	4.47895e-07
mij	1680	3.72506e-06
mik	2873	6.3703e-06
mil	355525	0.000788306
mim	5647	1.25211e-05
min	653872	0.00144983
miñ	1190	2.63859e-06
mio	56374	0.000124998
mip	953	2.11309e-06
miq	1585	3.51442e-06
mir	156164	0.000346262
mis	490189	0.0010869
mit	251337	0.00055729
miu	810	1.79601e-06
miv	218	4.83371e-07
miw	1	2.2173e-09
mix	4777	1.0592e-05
miy	253	5.60977e-07
miz	7001	1.55233e-05
mja	57	1.26386e-07
mjd	3	6.6519e-09
mje	12	2.66076e-08
mjf	3	6.6519e-09
mjg	1	2.2173e-09
mjh	2	4.4346e-09
mji	5	1.10865e-08
mjl	1	2.2173e-09
mjm	4	8.8692e-09
mjo	2	4.4346e-09
mjq	3	6.6519e-09
mjt	1	2.2173e-09
mju	17	3.76941e-08
mka	53	1.17517e-07
mkc	1	2.2173e-09
mkd	2	4.4346e-09
mke	54	1.19734e-07
mkg	3	6.6519e-09
mkh	13	2.88249e-08
mki	127	2.81597e-07
mkl	2	4.4346e-09
mkm	1	2.2173e-09
mkn	1	2.2173e-09
mko	29	6.43017e-08
mkp	1	2.2173e-09
mks	8	1.77384e-08
mkt	1	2.2173e-09
mku	15	3.32595e-08
mky	1	2.2173e-09
mkz	4	8.8692e-09
mla	243	5.38804e-07
mlb	3	6.6519e-09
mlc	13	2.88249e-08
mld	9	1.99557e-08
mle	964	2.13748e-06
mlg	2	4.4346e-09
mlh	2	4.4346e-09
mli	955	2.11752e-06
mlj	1	2.2173e-09
mlk	2	4.4346e-09
mll	30	6.6519e-08
mlm	6	1.33038e-08
mln	866	1.92018e-06
mlo	105	2.32817e-07
mlp	17	3.76941e-08
mlr	4	8.8692e-09
mls	93	2.06209e-07
mlt	3	6.6519e-09
mlu	9	1.99557e-08
mlv	4	8.8692e-09
mlx	2	4.4346e-09
mly	16	3.54768e-08
mma	3615	8.01554e-06
mmb	8	1.77384e-08
mmc	14	3.10422e-08
mmd	8	1.77384e-08
mme	3780	8.38139e-06
mmf	9	1.99557e-08
mmg	6	1.33038e-08
mmh	72	1.59646e-07
mmi	839	1.86031e-06
mmj	2	4.4346e-09
mmk	1	2.2173e-09
mml	205	4.54547e-07
mmm	699	1.54989e-06
mmn	6	1.33038e-08
mmo	888	1.96896e-06
mmp	48	1.0643e-07
mmq	5	1.10865e-08
mmr	5	1.10865e-08
mms	99	2.19513e-07
mmt	25	5.54325e-08
mmu	693	1.53659e-06
mmv	1	2.2173e-09
mmx	87	1.92905e-07
mmy	1655	3.66963e-06
mna	13150	2.91575e-05
mnb	9	1.99557e-08
mnc	33	7.31709e-08
mne	4589	1.01752e-05
mnf	5	1.10865e-08
mng	8	1.77384e-08
mnh	4	8.8692e-09
mni	14673	3.25344e-05
mnk	2	4.4346e-09
mnl	43	9.53439e-08
mnm	2	4.4346e-09
mnn	6	1.33038e-08
mnñ	1	2.2173e-09
mno	16564	3.67274e-05
mnp	7	1.55211e-08
mnr	856	1.89801e-06
mns	38	8.42574e-08
mnt	16	3.54768e-08
mnu	94	2.08426e-07
mnw	1	2.2173e-09
mny	5	1.10865e-08
mña	1	2.2173e-09
mñs	1	2.2173e-09
moa	661	1.46564e-06
mob	4437	9.83816e-06
moc	83529	0.000185209
mod	180039	0.0003992
moe	743	1.64745e-06
mof	1421	3.15078e-06
mog	9904	2.19601e-05
moh	4736	1.05011e-05
moi	3467	7.68738e-06
moj	5663	1.25566e-05
mok	528	1.17073e-06
mol	50545	0.000112073
mom	105390	0.000233681
mon	259424	0.000575221
moñ	726	1.60976e-06
moo	1716	3.80489e-06
mop	2541	5.63416e-06
moq	1023	2.2683e-06
mor	233418	0.000517558
mos	783192	0.00173657
mot	68199	0.000151218
mou	4068	9.01998e-06
mov	101736	0.000225579
mow	226	5.0111e-07
mox	279	6.18627e-07
moy	1625	3.60311e-06
moz	7258	1.60932e-05
mpa	240492	0.000533243
mpb	401	8.89137e-07
mpc	60	1.33038e-07
mpd	234	5.18848e-07
mpe	211802	0.000469629
mpf	188	4.16852e-07
mpg	4	8.8692e-09
mph	656	1.45455e-06
mpi	81214	0.000180076
mpj	1	2.2173e-09
mpk	135	2.99336e-07
mpl	392115	0.000869437
mpm	226	5.0111e-07
mpn	30	6.6519e-08
mpo	479346	0.00106285
mpp	61	1.35255e-07
mpr	380084	0.00084276
mps	3026	6.70955e-06
mpt	695	1.54102e-06
mpu	79517	0.000176313
mpv	15	3.32595e-08
mpy	73	1.61863e-07
mpz	1	2.2173e-09
mqa	1	2.2173e-09
mqc	2	4.4346e-09
mqh	16	3.54768e-08
mqi	3	6.6519e-09
mqm	4	8.8692e-09
mqu	65	1.44125e-07
mqv	26	5.76498e-08
mra	252	5.5876e-07
mrb	2	4.4346e-09
mrc	11	2.43903e-08
mrd	5	1.10865e-08
mre	140	3.10422e-07
mrf	5	1.10865e-08
mrg	17	3.76941e-08
mrh	2	4.4346e-09
mri	166	3.68072e-07
mrk	8	1.77384e-08
mrl	30	6.6519e-08
mrm	4	8.8692e-09
mrn	47	1.04213e-07
mro	120	2.66076e-07
mrp	22	4.87806e-08
mrq	2	4.4346e-09
mrr	7	1.55211e-08
mrs	660	1.46342e-06
mrt	1078	2.39025e-06
mru	193	4.27939e-07
mrv	2	4.4346e-09
mrw	16	3.54768e-08
mry	16	3.54768e-08
msa	586	1.29934e-06
msb	58	1.28603e-07
msc	427	9.46787e-07
msd	71	1.57428e-07
mse	448	9.9335e-07
msf	180	3.99114e-07
msg	13	2.88249e-08
msh	83	1.84036e-07
msi	159	3.52551e-07
msj	7	1.55211e-08
msk	370	8.20401e-07
msl	49	1.08648e-07
msm	20	4.4346e-08
msn	146	3.23726e-07
mso	573	1.27051e-06
msp	134	2.97118e-07
msr	9	1.99557e-08
mss	500	1.10865e-06
mst	1869	4.14413e-06
msu	135	2.99336e-07
msv	20	4.4346e-08
msw	8	1.77384e-08
msx	19	4.21287e-08
msy	19	4.21287e-08
msz	2	4.4346e-09
mta	101	2.23947e-07
mtb	21	4.65633e-08
mtc	133	2.94901e-07
mtd	5	1.10865e-08
mte	474	1.051e-06
mtg	2	4.4346e-09
mth	22	4.87806e-08
mti	69	1.52994e-07
mtk	11	2.43903e-08
mtl	2	4.4346e-09
mtm	14	3.10422e-08
mtn	4	8.8692e-09
mto	52	1.153e-07
mtp	62	1.37473e-07
mtr	54	1.19734e-07
mts	287	6.36365e-07
mtt	7	1.55211e-08
mtu	21	4.65633e-08
mtv	216	4.78937e-07
mtw	1	2.2173e-09
mtx	1	2.2173e-09
mty	15	3.32595e-08
mtz	8	1.77384e-08
mua	719	1.59424e-06
mub	405	8.98007e-07
muc	224132	0.000496968
mud	9728	2.15699e-05
mue	154809	0.000343258
muf	1183	2.62307e-06
mug	2202	4.88249e-06
muh	204	4.52329e-07
mui	315	6.9845e-07
muj	105331	0.00023355
muk	165	3.65855e-07
mul	115302	0.000255659
mum	566	1.25499e-06
mun	331637	0.000735339
muñ	9783	2.16918e-05
muo	87	1.92905e-07
mup	24	5.32152e-08
muq	42	9.31266e-08
mur	42169	9.35013e-05
mus	92622	0.000205371
mut	16300	3.6142e-05
muu	53	1.17517e-07
muv	18	3.99114e-08
muw	15	3.32595e-08
mux	70	1.55211e-07
muy	208859	0.000463103
muz	1325	2.93792e-06
mva	34	7.53882e-08
mvb	1	2.2173e-09
mvc	2	4.4346e-09
mvd	6	1.33038e-08
mve	26	5.76498e-08
mvg	4	8.8692e-09
mvh	1	2.2173e-09
mvi	33	7.31709e-08
mvl	18	3.99114e-08
mvm	10	2.2173e-08
mvn	1	2.2173e-09
mvo	30	6.6519e-08
mvp	21	4.65633e-08
mvr	98	2.17295e-07
mvs	13	2.88249e-08
mvu	11	2.43903e-08
mvy	4	8.8692e-09
mvz	4	8.8692e-09
mwa	165	3.65855e-07
mwe	341	7.56099e-07
mwf	1	2.2173e-09
mwg	6	1.33038e-08
mwh	23	5.09979e-08
mwi	13	2.88249e-08
mwm	4	8.8692e-09
mwo	38	8.42574e-08
mwp	11	2.43903e-08
mws	14	3.10422e-08
mwv	1	2.2173e-09
mww	1	2.2173e-09
mxa	2	4.4346e-09
mxb	1	2.2173e-09
mxf	4	8.8692e-09
mxi	1	2.2173e-09
mxl	2	4.4346e-09
mxo	2	4.4346e-09
mxp	7	1.55211e-08
mxx	2	4.4346e-09
mya	123	2.72728e-07
myb	6	1.33038e-08
myc	260	5.76498e-07
myd	82	1.81819e-07
mye	247	5.47673e-07
myf	1	2.2173e-09
myg	20	4.4346e-08
myh	7	1.55211e-08
myi	47	1.04213e-07
myk	144	3.19291e-07
myl	154	3.41464e-07
mym	8	1.77384e-08
myn	53	1.17517e-07
myo	50	1.10865e-07
myp	150	3.32595e-07
myr	820	1.81819e-06
mys	425	9.42353e-07
myt	122	2.70511e-07
myu	37	8.20401e-08
myv	2	4.4346e-09
myw	1	2.2173e-09
myx	15	3.32595e-08
myy	2	4.4346e-09
myz	2	4.4346e-09
mza	48	1.0643e-07
mzd	1	2.2173e-09
mze	5	1.10865e-08
mzf	15	3.32595e-08
mzi	11	2.43903e-08
mzl	1	2.2173e-09
mzn	1	2.2173e-09
mzo	73	1.61863e-07
mzs	2	4.4346e-09
mzt	2	4.4346e-09
mzu	23	5.09979e-08
mzy	1	2.2173e-09
naa	331	7.33926e-07
nab	54500	0.000120843
nac	324650	0.000719846
nad	514503	0.00114081
nae	2665	5.9091e-06
naf	1731	3.83815e-06
nag	12512	2.77429e-05
nah	4262	9.45013e-06
nai	5170	1.14634e-05
naj	37860	8.3947e-05
nak	1145	2.53881e-06
nal	663634	0.00147148
nam	102653	0.000227613
nan	205635	0.000455954
nañ	20	4.4346e-08
nao	1187	2.63194e-06
nap	9155	2.02994e-05
naq	727	1.61198e-06
nar	392940	0.000871266
nas	470927	0.00104419
nat	151317	0.000335515
nau	22444	4.97651e-05
nav	40372	8.95168e-05
naw	268	5.94236e-07
nax	331	7.33926e-07
nay	1972	4.37252e-06
naz	33089	7.33682e-05
nba	1799	3.98892e-06
nbb	4	8.8692e-09
nbc	449	9.95568e-07
nbd	2	4.4346e-09
nbe	3285	7.28383e-06
nbf	2	4.4346e-09
nbg	3	6.6519e-09
nbh	1	2.2173e-09
nbi	154	3.41464e-07
nbj	4	8.8692e-09
nbk	2	4.4346e-09
nbl	143	3.17074e-07
nbn	1	2.2173e-09
nbo	733	1.62528e-06
nbp	3	6.6519e-09
nbq	5	1.10865e-08
nbr	416	9.22397e-07
nbs	66	1.46342e-07
nbt	2	4.4346e-09
nbu	758	1.68071e-06
nbv	65	1.44125e-07
nbw	2	4.4346e-09
nbx	16	3.54768e-08
nby	65	1.44125e-07
nca	227776	0.000505048
ncb	10	2.2173e-08
ncc	43	9.53439e-08
ncd	107	2.37251e-07
nce	359272	0.000796614
ncf	831	1.84258e-06
ncg	6	1.33038e-08
nch	82406	0.000182719
nci	1579974	0.00350328
nck	1202	2.66519e-06
ncl	136751	0.000303218
ncm	57	1.26386e-07
ncn	13	2.88249e-08
nco	308204	0.000683381
ncp	18	3.99114e-08
ncq	9	1.99557e-08
ncr	58304	0.000129277
ncs	82	1.81819e-07
nct	977	2.1663e-06
ncu	144026	0.000319349
ncv	21	4.65633e-08
ncy	1070	2.37251e-06
ncz	111	2.4612e-07
nda	430340	0.000954193
ndb	381	8.44791e-07
ndc	21	4.65633e-08
ndd	20	4.4346e-08
nde	686449	0.00152206
ndf	115	2.5499e-07
ndg	66	1.46342e-07
ndh	1129	2.50333e-06
ndi	603926	0.00133909
ndj	92	2.03992e-07
ndk	65	1.44125e-07
ndl	1116	2.47451e-06
ndm	127	2.81597e-07
ndn	58	1.28603e-07
ndo	1427823	0.00316591
ndp	54	1.19734e-07
ndq	17	3.76941e-08
ndr	123559	0.000273967
nds	2226	4.93571e-06
ndt	1081	2.3969e-06
ndu	122265	0.000271098
ndv	43	9.53439e-08
ndw	580	1.28603e-06
ndy	2507	5.55877e-06
ndz	81	1.79601e-07
nea	91520	0.000202927
neb	8174	1.81242e-05
nec	199430	0.000442196
ned	21336	4.73083e-05
nee	1459	3.23504e-06
nef	33569	7.44325e-05
neg	128380	0.000284657
neh	248	5.4989e-07
nei	9460	2.09757e-05
nej	20890	4.63194e-05
nek	602	1.33481e-06
nel	38757	8.59359e-05
nem	61513	0.000136393
nen	186022	0.000412467
neñ	57	1.26386e-07
neo	46605	0.000103337
nep	2898	6.42574e-06
neq	1959	4.34369e-06
ner	608196	0.00134855
nes	1285905	0.00285124
net	87660	0.000194369
neu	21491	4.7652e-05
nev	11819	2.62063e-05
new	8481	1.88049e-05
nex	19135	4.2428e-05
ney	5309	1.17716e-05
nez	41021	9.09559e-05
nfa	41753	9.25789e-05
nfc	12	2.66076e-08
nfd	11	2.43903e-08
nfe	115753	0.000256659
nff	60	1.33038e-07
nfh	2	4.4346e-09
nfi	88357	0.000195914
nfj	1	2.2173e-09
nfk	3	6.6519e-09
nfl	61635	0.000136663
nfm	52	1.153e-07
nfn	1	2.2173e-09
nfo	166899	0.000370065
nfp	121	2.68293e-07
nfr	48915	0.000108459
nfs	9	1.99557e-08
nft	10	2.2173e-08
nfu	24106	5.34502e-05
nfv	1	2.2173e-09
nfw	1	2.2173e-09
nfx	1	2.2173e-09
nga	95375	0.000211475
ngb	127	2.81597e-07
ngc	141	3.12639e-07
ngd	583	1.29269e-06
nge	82668	0.0001833
ngf	115	2.5499e-07
ngg	56	1.24169e-07
ngh	1908	4.23061e-06
ngi	19181	4.253e-05
ngj	63	1.3969e-07
ngk	445	9.86699e-07
ngl	35022	7.76543e-05
ngm	183	4.05766e-07
ngn	54	1.19734e-07
ngo	98192	0.000217721
ngp	45	9.97785e-08
ngq	10	2.2173e-08
ngr	100357	0.000222522
ngs	3636	8.0621e-06
ngt	10854	2.40666e-05
ngu	170183	0.000377347
ngv	32	7.09536e-08
ngw	833	1.84701e-06
ngx	15	3.32595e-08
ngy	221	4.90023e-07
ngz	32	7.09536e-08
nha	5888	1.30555e-05
nhc	2	4.4346e-09
nhd	5	1.10865e-08
nhe	6185	1.3714e-05
nhg	6	1.33038e-08
nhi	4633	1.02728e-05
nhk	36	7.98228e-08
nhl	12	2.66076e-08
nhm	2	4.4346e-09
nhn	7	1.55211e-08
nho	2705	5.9978e-06
nhp	2	4.4346e-09
nhr	2	4.4346e-09
nhs	31	6.87363e-08
nht	6	1.33038e-08
nhu	1243	2.7561e-06
nhv	2	4.4346e-09
nhw	3	6.6519e-09
nhy	27	5.98671e-08
nia	257578	0.000571128
nib	14952	3.31531e-05
nic	460265	0.00102055
nid	331250	0.000734481
nie	118647	0.000263076
nif	129352	0.000286812
nig	10046	2.2275e-05
nih	629	1.39468e-06
nii	315	6.9845e-07
nij	498	1.10422e-06
nik	3373	7.47895e-06
nil	29056	6.44259e-05
nim	99298	0.000220173
nin	104646	0.000232032
niñ	74959	0.000166207
nio	218217	0.000483853
nip	9972	2.21109e-05
niq	5298	1.17473e-05
nir	38458	8.52729e-05
nis	276039	0.000612061
nit	104785	0.00023234
niu	1122	2.48781e-06
niv	122170	0.000270888
niw	18	3.99114e-08
nix	1923	4.26387e-06
niy	98	2.17295e-07
niz	101320	0.000224657
nja	19118	4.23903e-05
njb	3	6.6519e-09
njc	11	2.43903e-08
njd	1	2.2173e-09
nje	30016	6.65545e-05
nji	876	1.94235e-06
njk	1	2.2173e-09
njn	1	2.2173e-09
njo	3156	6.9978e-06
njp	3	6.6519e-09
njs	9	1.99557e-08
njt	1	2.2173e-09
nju	49920	0.000110688
njv	1	2.2173e-09
njy	7	1.55211e-08
nka	1872	4.15079e-06
nkb	7	1.55211e-08
nkc	2	4.4346e-09
nkd	6	1.33038e-08
nke	2762	6.12418e-06
nkf	342	7.58317e-07
nkg	81	1.79601e-07
nkh	155	3.43682e-07
nki	2641	5.85589e-06
nkj	14	3.10422e-08
nkk	156	3.45899e-07
nkl	954	2.1153e-06
nkm	48	1.0643e-07
nkn	37	8.20401e-08
nko	1743	3.86475e-06
nkp	29	6.43017e-08
nkr	79	1.75167e-07
nks	674	1.49446e-06
nkt	63	1.3969e-07
nku	221	4.90023e-07
nkv	17	3.76941e-08
nkw	27	5.98671e-08
nkx	1	2.2173e-09
nky	185	4.10201e-07
nla	9929	2.20156e-05
nlc	13	2.88249e-08
nld	23	5.09979e-08
nle	1885	4.17961e-06
nlg	1	2.2173e-09
nli	739	1.63858e-06
nll	2895	6.41908e-06
nlm	8	1.77384e-08
nln	2	4.4346e-09
nlo	3527	7.82042e-06
nlp	5	1.10865e-08
nlr	2	4.4346e-09
nls	5	1.10865e-08
nlt	4	8.8692e-09
nlu	760	1.68515e-06
nlv	4	8.8692e-09
nly	184	4.07983e-07
nma	9653	2.14036e-05
nmb	25	5.54325e-08
nmc	7	1.55211e-08
nmd	18	3.99114e-08
nme	46952	0.000104107
nmf	4	8.8692e-09
nmh	2	4.4346e-09
nmi	22375	4.96121e-05
nmj	4	8.8692e-09
nml	2	4.4346e-09
nmm	8	1.77384e-08
nmn	2	4.4346e-09
nmo	16352	3.62573e-05
nmp	5	1.10865e-08
nmr	9	1.99557e-08
nms	18	3.99114e-08
nmt	23	5.09979e-08
nmu	12189	2.70267e-05
nmv	256	5.67629e-07
nmx	3	6.6519e-09
nmy	4	8.8692e-09
nmz	3	6.6519e-09
nna	7179	1.5918e-05
nnb	24	5.32152e-08
nnc	14	3.10422e-08
nnd	10	2.2173e-08
nne	17659	3.91553e-05
nnf	14	3.10422e-08
nng	15	3.32595e-08
nnh	147	3.25943e-07
nni	7536	1.67096e-05
nnj	1	2.2173e-09
nnk	5	1.10865e-08
nnl	33	7.31709e-08
nnm	6	1.33038e-08
nnn	110	2.43903e-07
nno	10009	2.2193e-05
nnp	16	3.54768e-08
nnr	7	1.55211e-08
nns	451	1e-06
nnt	97	2.15078e-07
nnu	3124	6.92685e-06
nnv	5	1.10865e-08
nnw	4	8.8692e-09
nny	4304	9.54326e-06
nnz	6	1.33038e-08
nña	3	6.6519e-09
nñi	1	2.2173e-09
noa	14621	3.24191e-05
nob	12750	2.82706e-05
noc	285832	0.000633775
nod	3899	8.64525e-06
noe	2077	4.60533e-06
nof	3783	8.38805e-06
nog	9641	2.1377e-05
noh	592	1.31264e-06
noi	4221	9.35922e-06
noj	3964	8.78938e-06
nok	290	6.43017e-07
nol	47003	0.00010422
nom	261439	0.000579689
non	17480	3.87584e-05
noñ	8	1.77384e-08
noo	710	1.57428e-06
nop	9774	2.16719e-05
noq	545	1.20843e-06
nor	215577	0.000477999
nos	934349	0.00207173
not	87692	0.000194439
nou	2612	5.79159e-06
nov	90506	0.000200679
now	985	2.18404e-06
nox	1045	2.31708e-06
noy	449	9.95568e-07
noz	11286	2.50244e-05
npa	358	7.93793e-07
npb	15	3.32595e-08
npc	62	1.37473e-07
npd	11	2.43903e-08
npe	912	2.02218e-06
npf	37	8.20401e-08
npg	13	2.88249e-08
nph	53	1.17517e-07
npi	108	2.39468e-07
npk	10	2.2173e-08
npl	129	2.86032e-07
npm	5	1.10865e-08
npn	22	4.87806e-08
npo	231	5.12196e-07
npp	9	1.99557e-08
npq	3	6.6519e-09
npr	177	3.92462e-07
nps	45	9.97785e-08
npt	15	3.32595e-08
npu	309	6.85146e-07
npv	2	4.4346e-09
npw	1	2.2173e-09
npy	13	2.88249e-08
npz	6	1.33038e-08
nqa	9	1.99557e-08
nqe	2	4.4346e-09
nqh	1	2.2173e-09
nqi	17	3.76941e-08
nqj	1	2.2173e-09
nqu	194320	0.000430866
nqv	40	8.8692e-08
nqw	2	4.4346e-09
nqz	1	2.2173e-09
nra	7456	1.65322e-05
nrb	3	6.6519e-09
nrc	37	8.20401e-08
nrd	9	1.99557e-08
nre	8365	1.85477e-05
nrf	7	1.55211e-08
nrg	4	8.8692e-09
nrh	76	1.68515e-07
nri	40954	9.08073e-05
nrj	3	6.6519e-09
nrk	4	8.8692e-09
nrl	6	1.33038e-08
nrm	1	2.2173e-09
nro	7905	1.75278e-05
nrp	11	2.43903e-08
nrr	59	1.30821e-07
nrs	38	8.42574e-08
nrt	13	2.88249e-08
nru	361	8.00445e-07
nrv	2	4.4346e-09
nrw	7	1.55211e-08
nrx	3	6.6519e-09
nry	2032	4.50555e-06
nsa	315009	0.000698469
nsb	1219	2.70289e-06
nsc	38472	8.5304e-05
nsd	288	6.38582e-07
nse	261091	0.000578917
nsf	31135	6.90356e-05
nsg	1785	3.95788e-06
nsh	669	1.48337e-06
nsi	317469	0.000703924
nsj	17	3.76941e-08
nsk	3475	7.70512e-06
nsl	707	1.56763e-06
nsm	17813	3.94968e-05
nsn	1061	2.35256e-06
nso	122511	0.000271644
nsp	50470	0.000111907
nsq	18	3.99114e-08
nsr	67	1.48559e-07
nss	539	1.19512e-06
nst	324548	0.00071962
nsu	104593	0.000231914
nsv	1760	3.90245e-06
nsw	133	2.94901e-07
nsx	2	4.4346e-09
nsy	350	7.76055e-07
nsz	39	8.64747e-08
nta	1353730	0.00300163
ntb	242	5.36587e-07
ntc	327	7.25057e-07
ntd	18	3.99114e-08
nte	3786912	0.00839672
ntf	53	1.17517e-07
ntg	428	9.49004e-07
nth	3091	6.85367e-06
nti	669096	0.00148359
ntj	460	1.01996e-06
ntk	35	7.76055e-08
ntl	1001	2.21952e-06
ntm	281	6.23061e-07
ntn	49	1.08648e-07
nto	1669760	0.00370236
ntp	360	7.98228e-07
ntq	6	1.33038e-08
ntr	1191516	0.00264195
nts	3541	7.85146e-06
ntt	667	1.47894e-06
ntu	104533	0.000231781
ntv	266	5.89802e-07
ntw	82	1.81819e-07
ntx	1386	3.07318e-06
nty	933	2.06874e-06
ntz	1995	4.42351e-06
nua	69328	0.000153721
nub	11347	2.51597e-05
nuc	27565	6.11199e-05
nud	28332	6.28205e-05
nue	403542	0.000894774
nuf	2073	4.59646e-06
nug	304	6.74059e-07
nuh	120	2.66076e-07
nui	14594	3.23593e-05
nuj	210	4.65633e-07
nuk	152	3.3703e-07
nul	10602	2.35078e-05
num	88187	0.000195537
nun	157654	0.000349566
nuñ	4020	8.91355e-06
nuo	11086	2.4581e-05
nup	834	1.84923e-06
nuq	47	1.04213e-07
nur	10055	2.2295e-05
nus	13551	3.00466e-05
nut	59431	0.000131776
nuu	143	3.17074e-07
nuv	51	1.13082e-07
nuw	1	2.2173e-09
nux	406	9.00224e-07
nuy	5651	1.253e-05
nuz	987	2.18848e-06
nva	18169	4.02861e-05
nvb	2	4.4346e-09
nvc	10	2.2173e-08
nvd	1	2.2173e-09
nve	233159	0.000516983
nvg	1	2.2173e-09
nvh	4	8.8692e-09
nvi	116099	0.000257426
nvl	1	2.2173e-09
nvm	4	8.8692e-09
nvo	32853	7.2845e-05
nvr	7	1.55211e-08
nvs	1	2.2173e-09
nvt	1	2.2173e-09
nvu	8674	1.92329e-05
nvv	1	2.2173e-09
nvy	7	1.55211e-08
nwa	395	8.75834e-07
nwb	1	2.2173e-09
nwe	293	6.49669e-07
nwf	1	2.2173e-09
nwh	3	6.6519e-09
nwi	257	5.69846e-07
nwm	1	2.2173e-09
nwn	1	2.2173e-09
nwo	113	2.50555e-07
nwp	1	2.2173e-09
nwr	16	3.54768e-08
nws	4	8.8692e-09
nwu	9	1.99557e-08
nww	5	1.10865e-08
nwy	27	5.98671e-08
nxa	80	1.77384e-07
nxe	250	5.54325e-07
nxh	2	4.4346e-09
nxi	144	3.19291e-07
nxm	2	4.4346e-09
nxo	181	4.01331e-07
nxp	1	2.2173e-09
nxs	7	1.55211e-08
nxt	5	1.10865e-08
nxu	16	3.54768e-08
nya	4136	9.17075e-06
nyb	18	3.99114e-08
nyc	71	1.57428e-07
nyd	110	2.43903e-07
nye	4460	9.88916e-06
nyf	5	1.10865e-08
nyg	4	8.8692e-09
nyh	12	2.66076e-08
nyi	246	5.45456e-07
nyj	1	2.2173e-09
nyk	36	7.98228e-08
